,SalesReportNotificationType,1,1,SalesReportNotification
sdctr,DocumentHeaderType,2,1,,DocumentHeader
sdctr,CorrelationInformationType,3,0..1,,,CorrelationInformation
sdctr,ContractInformationType,4,0..1,,,,ContractInformation
xs,string,5,0..1,,,,,ContractIdentifier
xs,string,6,0..1,,,,,ContractType
sdctr,RequestingDocumentInformationType,7,0..1,,,,RequestingDocumentInformation
xs,string,8,0..1,,,,,BusinessProcessInstanceIdentifier
xs,dateTime,9,0..1,,,,,RequestingDocumentCreationDateTime
xs,string,10,1,,,,,RequestingDocumentInstanceIdentifier
xs,dateTime,11,0..1,,,,,ResponseDateTime
sdctr,DocumentInformationType,12,1,,,DocumentInformation
xs,dateTime,13,1,,,,Creation
sdctr,DocumentIdentificationType,14,1,,,,DocumentIdentification
xs,string,15,1,,,,,Identifier
xs,string,16,0..1,,,,,Standard
xs,string,17,0..1,,,,,Type
xs,string,18,0..1,,,,,Version
sdctr,DocumentManifestType,19,0..1,,,,DocumentManifest
sdctr,ManifestItemType,20,1..n,,,,,ManifestItem
xs,string,21,0..1,,,,,,Description
uslng,LanguageType,22,0..1,,,,,,Language
xs,positiveInteger,23,0..1,,,,,,Length
urmyq,MimeTypeQualifierType,24,1,,,,,,MimeTypeQualifier
xs,string,25,1,,,,,,UniversalResourceIdentifier
xs,boolean,26,0..1,,,,,MultipleType
xs,positiveInteger,27,1,,,,,NumberOfItems
sdctr,DocumentSecurityType,28,0..1,,,,DocumentSecurity
xs,boolean,29,1,,,,,NonRepudiableReceipt
xs,boolean,30,1,,,,,PersistentEncryption
xs,boolean,31,1,,,,,PersistentSignature
xs,string,32,0..1,,,HeaderVersion
sdctr,ReceiverType,33,1,,,Receiver
sdctr,BusinessServiceInformationType,34,0..1,,,,BusinessServiceInformation
xs,string,35,1,,,,,ActionName
xs,string,36,1,,,,,ProcessIdentifier
xs,string,37,0..1,,,,,ProcessReference
xs,string,38,0..1,,,,,ProcessState
xs,string,39,1,,,,,ServiceName
ucttf,ContactInformationType,40,0..n,,,,ContactInformation
udtyp,ContactType,41,1,,,,,Contact
xs,string,42,0..1,,,,,Email
xs,string,43,0..1,,,,,Fax
xs,string,44,0..1,,,,,Identifier
xs,string,45,0..1,,,,,Phone
uptrn,PartnerIdentificationType,46,1,,,,PartnerIdentification
,,47,1,,,,,Choice
udtyp,DunsType,48,1,,,,,,Duns
udtyp,DunsPlus4Type,49,1,,,,,,DunsPlus4
udtyp,ReceiverIdentifierType,50,1,,,,,,ReceiverIdentifier
udtyp,SenderIdentifierType,51,1,,,,,,SenderIdentifier
sdctr,SenderType,52,1,,,Sender
sdctr,BusinessServiceInformationType,53,0..1,,,,BusinessServiceInformation
xs,string,54,1,,,,,ActionName
xs,string,55,1,,,,,ProcessIdentifier
xs,string,56,0..1,,,,,ProcessReference
xs,string,57,0..1,,,,,ProcessState
xs,string,58,1,,,,,ServiceName
ucttf,ContactInformationType,59,0..n,,,,ContactInformation
udtyp,ContactType,60,1,,,,,Contact
xs,string,61,0..1,,,,,Email
xs,string,62,0..1,,,,,Fax
xs,string,63,0..1,,,,,Identifier
xs,string,64,0..1,,,,,Phone
uptrn,PartnerIdentificationType,65,1,,,,PartnerIdentification
,,66,1,,,,,Choice
udtyp,DunsType,67,1,,,,,,Duns
udtyp,DunsPlus4Type,68,1,,,,,,DunsPlus4
udtyp,ReceiverIdentifierType,69,1,,,,,,ReceiverIdentifier
udtyp,SenderIdentifierType,70,1,,,,,,SenderIdentifier
,SalesReportType,71,1,,SalesReport
xs,string,72,0..1,,,AccountManagerCode
xs,string,73,0..1,,,Comment
dsspt,ContractDetailsType,74,0..1,,,ContractDetails
dsspt,DatePeriodAndDurationType,75,1,,,,ContractPeriod
,,76,1,,,,,Choice
udts,DatePeriodType,77,1,,,,,,DatePeriod
xs,date,78,1,,,,,,,Begin
xs,date,79,1,,,,,,,End
xs,duration,80,1,,,,,,Duration
xs,string,81,1,,,,Identifier
xs,string,82,1,,,,Type
xs,string,83,0..1,,,ExportReferenceNumber
xs,string,84,0..1,,,MarketType
dsspt,ParticipatingPartnerType,85,1..n,,,ParticipatingPartner
umtyp,TaxJurisdictionType,86,0..1,,,,TaxJurisdiction
uscnt,CountryType,87,1,,,,,Country
xs,string,88,0..1,,,,,Identifier
xs,string,89,0..1,,,,,Location
udtyp,PercentAmountType,90,0..1,,,,,Rate
,,91,1,,,,Choice
uptrn,IntermittentPartnerType,92,1,,,,,IntermittentPartner
ucttf,ContactInformationType,93,1,,,,,,ContactInformation
udtyp,ContactType,94,1,,,,,,,Contact
xs,string,95,0..1,,,,,,,Email
xs,string,96,0..1,,,,,,,Fax
xs,string,97,0..1,,,,,,,Identifier
xs,string,98,0..1,,,,,,,Phone
xs,string,99,1,,,,,,PartnerName
ulctn,PhysicalAddressType,100,1,,,,,,PhysicalAddress
xs,string,101,1,,,,,,,AddressLine1
xs,string,102,0..1,,,,,,,AddressLine2
xs,string,103,0..1,,,,,,,AddressLine3
xs,string,104,0..1,,,,,,,AddressLine4
xs,string,105,0..1,,,,,,,AddressLine5
xs,string,106,1,,,,,,,CityName
uscnt,CountryType,107,1,,,,,,,Country
usnrs,CountrySubdivisionType,108,0..1,,,,,,,CountrySubdivision
xs,string,109,0..1,,,,,,,PostalCode
xs,string,110,0..1,,,,,,,PostOfficeBox
urrrn,ProcessRoleIdentifierType,111,1,,,,,,ProcessRoleIdentifier
uptrn,KnownPartnerType,112,1,,,,,KnownPartner
uptrn,PartnerIdentificationType,113,1,,,,,,PartnerIdentification
,,114,1,,,,,,,Choice
udtyp,DunsType,115,1,,,,,,,,Duns
udtyp,DunsPlus4Type,116,1,,,,,,,,DunsPlus4
udtyp,ReceiverIdentifierType,117,1,,,,,,,,ReceiverIdentifier
udtyp,SenderIdentifierType,118,1,,,,,,,,SenderIdentifier
urrrn,ProcessRoleIdentifierType,119,1,,,,,,ProcessRoleIdentifier
dsspt,ProductSummaryType,120,0..1,,,ProductSummary
updtn,ProductIdentificationType,121,0..1,,,,ProductIdentification
xs,string,122,1,,,,,Identifier
xs,string,123,1,,,,,IdentifierAuthority
xs,string,124,0..1,,,,,Revision
dsspt,ProductUnitTotalType,125,1..n,,,,ProductUnitTotal
drtqf,TotalQualifierType,126,1,,,,,Qualifier
xs,nonNegativeInteger,127,1,,,,,Value
,ProductTransferType,128,1..n,,,ProductTransfer
dsspt,ParticipatingPartnerType,129,0..n,,,,ParticipatingPartner
umtyp,TaxJurisdictionType,130,0..1,,,,,TaxJurisdiction
uscnt,CountryType,131,1,,,,,,Country
xs,string,132,0..1,,,,,,Identifier
xs,string,133,0..1,,,,,,Location
udtyp,PercentAmountType,134,0..1,,,,,,Rate
,,135,1,,,,,Choice
uptrn,IntermittentPartnerType,136,1,,,,,,IntermittentPartner
ucttf,ContactInformationType,137,1,,,,,,,ContactInformation
udtyp,ContactType,138,1,,,,,,,,Contact
xs,string,139,0..1,,,,,,,,Email
xs,string,140,0..1,,,,,,,,Fax
xs,string,141,0..1,,,,,,,,Identifier
xs,string,142,0..1,,,,,,,,Phone
xs,string,143,1,,,,,,,PartnerName
ulctn,PhysicalAddressType,144,1,,,,,,,PhysicalAddress
xs,string,145,1,,,,,,,,AddressLine1
xs,string,146,0..1,,,,,,,,AddressLine2
xs,string,147,0..1,,,,,,,,AddressLine3
xs,string,148,0..1,,,,,,,,AddressLine4
xs,string,149,0..1,,,,,,,,AddressLine5
xs,string,150,1,,,,,,,,CityName
uscnt,CountryType,151,1,,,,,,,,Country
usnrs,CountrySubdivisionType,152,0..1,,,,,,,,CountrySubdivision
xs,string,153,0..1,,,,,,,,PostalCode
xs,string,154,0..1,,,,,,,,PostOfficeBox
urrrn,ProcessRoleIdentifierType,155,1,,,,,,,ProcessRoleIdentifier
uptrn,KnownPartnerType,156,1,,,,,,KnownPartner
uptrn,PartnerIdentificationType,157,1,,,,,,,PartnerIdentification
,,158,1,,,,,,,,Choice
udtyp,DunsType,159,1,,,,,,,,,Duns
udtyp,DunsPlus4Type,160,1,,,,,,,,,DunsPlus4
udtyp,ReceiverIdentifierType,161,1,,,,,,,,,ReceiverIdentifier
udtyp,SenderIdentifierType,162,1,,,,,,,,,SenderIdentifier
urrrn,ProcessRoleIdentifierType,163,1,,,,,,,ProcessRoleIdentifier
,SalesReportLineItemType,164,1..n,,,,SalesReportLineItem
udcmn,BusinessDocumentReferenceType,165,0..n,,,,,BusinessDocumentReference
xs,dateTime,166,0..1,,,,,,DateTime
urdmt,DocumentTypeType,167,1,,,,,,DocumentType
xs,string,168,1,,,,,,Identifier
xs,string,169,0..1,,,,,,Line
xs,string,170,0..1,,,,,,Revision
xs,string,171,0..1,,,,,,SubLine
xs,string,172,0..1,,,,,Comment
dsspt,InstallLocationType,173,0..1,,,,,InstallLocation
ucttf,ContactInformationType,174,0..1,,,,,,ContactInformation
udtyp,ContactType,175,1,,,,,,,Contact
xs,string,176,0..1,,,,,,,Email
xs,string,177,0..1,,,,,,,Fax
xs,string,178,0..1,,,,,,,Identifier
xs,string,179,0..1,,,,,,,Phone
,,180,1,,,,,,Choice
ulctn,LocationType,181,1,,,,,,,Location
,,182,1,,,,,,,,Choice
udtyp,DunsType,183,1,,,,,,,,,Duns
udtyp,DunsPlus4Type,184,1,,,,,,,,,DunsPlus4
udtyp,ReceiverIdentifierType,185,1,,,,,,,,,ReceiverIdentifier
udtyp,SenderIdentifierType,186,1,,,,,,,,,SenderIdentifier
ulctn,PhysicalAddressType,187,1,,,,,,,PhysicalAddress
xs,string,188,1,,,,,,,,AddressLine1
xs,string,189,0..1,,,,,,,,AddressLine2
xs,string,190,0..1,,,,,,,,AddressLine3
xs,string,191,0..1,,,,,,,,AddressLine4
xs,string,192,0..1,,,,,,,,AddressLine5
xs,string,193,1,,,,,,,,CityName
uscnt,CountryType,194,1,,,,,,,,Country
usnrs,CountrySubdivisionType,195,0..1,,,,,,,,CountrySubdivision
xs,string,196,0..1,,,,,,,,PostalCode
xs,string,197,0..1,,,,,,,,PostOfficeBox
xs,string,198,1,,,,,LineNumber
dsspt,ProductInformationType,199,1,,,,,ProductInformation
xs,string,200,0..1,,,,,,ContractIdentifier
dsspt,LotIdentificationType,201,0..1,,,,,,LotIdentification
xs,string,202,1,,,,,,,Primary
xs,string,203,0..1,,,,,,,Secondary
updtn,ProductIdentificationType,204,1,,,,,,ProductIdentification
xs,string,205,1,,,,,,,Identifier
xs,string,206,1,,,,,,,IdentifierAuthority
xs,string,207,0..1,,,,,,,Revision
dsspt,DatePeriodAndDurationType,208,0..1,,,,,,ProvisionPeriod
,,209,1,,,,,,,Choice
udts,DatePeriodType,210,1,,,,,,,,DatePeriod
xs,date,211,1,,,,,,,,,Begin
xs,date,212,1,,,,,,,,,End
xs,duration,213,1,,,,,,,,Duration
xs,string,214,0..n,,,,,,SerialIdentifier
xs,float,215,1,,,,,Quantity
dsspt,SalesOutAndTransactionType,216,0..n,,,,,SalesOutAndTransaction
xs,date,217,0..1,,,,,,BookDate
dsspt,BookPriceType,218,0..1,,,,,,BookUnitPrice
umtyp,FinancialAmountType,219,1,,,,,,,FinancialAmount
xs,float,220,1,,,,,,,,Amount
uscrn,CurrencyType,221,1,,,,,,,,Currency
drbpc,BookPriceQualifierType,222,1,,,,,,,Qualifier
xs,string,223,0..1,,,,,,LeaseDescription
drpmt,PaymentMethodType,224,0..1,,,,,,PaymentMethod
xs,string,225,0..1,,,,,,PriceListIdentifier
drpcs,PurchaseMethodType,226,0..1,,,,,,PurchaseMethod
umtyp,FinancialAmountType,227,0..1,,,,,,ResaleUnitPrice
xs,float,228,1,,,,,,,Amount
uscrn,CurrencyType,229,1,,,,,,,Currency
dsspt,SalesOutType,230,1,,,,,,SalesOut
xs,date,231,0..1,,,,,,,Date
xs,nonNegativeInteger,232,1,,,,,,,Quantity
drnsl,SaleTypeType,233,0..1,,,,,,,SaleType
drtnc,TransactionTypeType,234,0..1,,,,,,TransactionType
,SpecialPriceClaimType,235,0..n,,,,,SpecialPriceClaim
xs,string,236,0..1,,,,,,AuthorizationNumber
xs,string,237,0..1,,,,,,Comments
xs,string,238,0..1,,,,,,DebitMemoNumber
xs,string,239,0..1,,,,,,Identifier
xs,string,240,0..n,,,,,,ReferenceQuallifier
xs,string,241,0..n,,,,,,ReferenceValue
dsspt,SpecialPriceType,242,1,,,,,,SpecialPrice
dsspt,DatePeriodAndDurationType,243,0..1,,,,,,,EligiblePeriod
,,244,1,,,,,,,,Choice
udts,DatePeriodType,245,1,,,,,,,,,DatePeriod
xs,date,246,1,,,,,,,,,,Begin
xs,date,247,1,,,,,,,,,,End
xs,duration,248,1,,,,,,,,,Duration
xs,nonNegativeInteger,249,0..1,,,,,,,EligibleUnits
umtyp,ProductPricingType,250,1,,,,,,,ProductPricing
umtyp,FinancialAmountType,251,1,,,,,,,,FinancialAmount
xs,float,252,1,,,,,,,,,Amount
uscrn,CurrencyType,253,1,,,,,,,,,Currency
urntf,UnitOfMeasureType,254,1,,,,,,,,PriceUnit
drrry,ReportTypeType,255,1,,,ReportType
xs,string,256,0..1,,,SalesTerritoryNumber
